step	time	T	T-cg	T-at	Ekin	res	angle_252	angle_253	angle_254	angle_255	angle_256	angle_257	angle_258	angle_259	angle_260	angle_261	angle_262	angle_263	angle_264	angle_265	angle_266	angle_267	angle_268	angle_269	angle_270	angle_271	angle_272	angle_273	angle_274	angle_275	angle_276	angle_277	angle_278	angle_279	angle_280	angle_281	angle_282	angle_283	angle_284	angle_285_cross	angle_286_cross	angle_287_cross	angle_288_cross	angle_289_cross	angle_290_cross	angle_291_cross	angle_292_cross	angle_293_cross	bond_124	bond_124_cross	bond_125	bond_126	bond_127	bond_128	bond_129	bond_130	bond_131_cross	bond_132_cross	bond_54	coulomb	dihedral_124	dihedral_160	dihedral_3	dihedral_37	dihedral_4	dihedral_4_cross	dihedral_65	dihedral_65_cross	dihedral_67	dihedral_8_cross	lj	lj-14_0	lj-14_0_cross	lj-14_2	lj-14_3	lj-14_8_cross	lj-14_9_cross	tab-cg
28100	28.1	2.49261	2.47614	2.49444	56083.8	0.08099	846.329	808.06	416.037	577.107	522.206	456.779	389.321	647.421	513.344	499.875	528.751	768.096	656.492	427.12	565.937	530.817	589.241	394.231	574.95	456.858	489.156	472.692	650.131	672.579	398.37	504.543	436.739	452.79	395.699	675.701	480.823	483.554	559.825	336.787	336.803	127.802	84.8746	90.4306	122.998	340.86	79.4956	129.372	2061.18	1949.28	1962.13	1871.87	1871.3	4041.36	1383.29	677.747	3347.92	1129.06	1993.03	2588.38	-402.332	1376.46	4326.23	1159.11	3074.18	96.7227	1814.52	410.492	592.668	378.784	143.996	5691.26	-0.624445	-338.152	491.694	517.29	6.11187	-23607.8
28200	28.2	2.48121	2.47614	2.48177	55827.1	0.08199	747.818	802.489	394.05	640.353	511.774	515.638	394.535	643.981	559.594	534.687	511.042	733.463	685.251	400.786	551.953	494.791	467.743	421.794	625.221	555.722	486.05	502.51	646.017	659.865	429.941	538.101	494.256	461.202	420.17	531.257	523.151	517.554	535.417	336.123	330.701	119.247	84.482	88.7893	112.905	357.261	83.9839	134.733	1863.98	1938.29	1917.36	1978.96	1912.04	3949.85	1596.86	685.002	3369.3	1070.48	2043.86	2657.82	-512.703	1328.31	4337.24	1248	2982.41	97.0599	1730.86	415.066	617.605	381.919	144.253	5849.76	-0.861239	-338.178	511.099	550.729	5.92354	-23629.4
28300	28.3	2.47355	2.47614	2.47326	55654.8	0.08299	730.274	765.852	422.388	531.637	511.695	460.936	410.392	602.185	524.443	492.45	537.184	732.464	673.205	408.688	576.927	576.493	538.765	391.027	601.825	485.224	600.919	499.188	584.167	588.033	360.901	563.294	461.499	485.241	366.289	666.398	530.151	515.488	562.869	326.298	325.434	123.066	82.9087	90.2881	122.297	341.904	79.1612	128.99	1900.06	1874.96	2065.36	1953.12	1819.73	3923.62	1392.93	753.411	3432.48	1043.65	2135.69	2728.98	-454.306	1290.55	4291.42	1187.43	3134.71	99.6656	1869.9	422.189	590.031	389.917	145.32	5910.96	-0.494315	-338.061	520.786	530.616	7.19874	-23657.6
28400	28.4	2.4905	2.47614	2.49209	56036.2	0.08399	710.386	799.3	460.107	554.278	472.024	474.457	432.974	614.934	494.838	547.422	562.407	721.758	746.527	440.08	606.877	475.623	467.639	399.864	650.821	541.199	474.707	578.116	671.432	655.607	403.89	512.415	492.919	494.144	443.325	667.476	525.244	497.031	496.844	318.774	330.131	121.884	81.5025	90.3229	131.563	339.351	84.4699	128.514	1981.99	1775.69	2028.04	1987.79	1885.11	3970.79	1448.77	765.757	3323.17	1061.54	2086.89	2786.53	-438.215	1369.52	4338.56	1198.75	3112.27	98.354	1828.69	429.392	601.829	398.291	119.183	5630.86	-0.794056	-338.285	496.129	515.889	6.59253	-23637.8
28500	28.5	2.48028	2.47614	2.48074	55806.3	0.08499	749.077	801.278	360.882	575.101	485.45	519.829	355.74	648.161	489.235	496.768	580.469	723.977	720.182	410.908	571.673	539.995	463.198	427.587	636.296	481.208	499.988	525.928	700.543	655.554	385.921	485.239	492.302	520.843	365.679	677.804	550.186	548.442	599.606	302.157	321.49	133.589	88.1348	87.983	123.825	350.416	86.7817	132.252	1844.25	1859.02	2068.56	1950.93	1861.7	4145.8	1481.55	688.524	3205.33	1021.32	2153.31	2858.8	-491.014	1367.99	4358.98	1195.1	2926.13	100.183	1798.76	431.255	593.207	405.04	111.488	5643.56	-1.00617	-338.481	501.749	520.785	5.91797	-23632.8
28600	28.6	2.47663	2.47614	2.47668	55724.2	0.08599	678.512	815.288	412.661	624.295	455.325	505.874	418.086	637.89	525.934	530.346	544.209	753.798	648.64	405.218	543.345	543.913	546.689	427.982	591.853	509.208	522.475	478.753	663.949	658.507	399.022	555.484	547.951	546.355	378.863	581.665	566.264	482.345	529.147	297.797	308.884	136.351	87.2701	86.9259	127.563	341.643	87.5317	138.447	1992.83	1882.39	2008.79	1846.14	1902.45	4097.8	1441.2	711.166	3239.77	927.155	2059.57	2926.93	-398.597	1352.25	4332.24	1215.38	2863.42	102.098	1894.16	432.751	592.375	414.793	109.825	5662.51	-0.958486	-338.264	505.601	481.757	5.82585	-23639.8
28700	28.7	2.43751	2.47614	2.43322	54844	0.08699	816.406	744.367	343.572	665.014	464.849	526.497	349.934	661.981	501.187	475.752	476.893	799.828	650.882	402.636	551.049	467.53	452.97	410.562	630.282	530.732	501.917	530.584	698.228	673.355	426.546	529.862	505.675	475.511	413.356	623.747	501.27	475.604	459.191	308.186	312.698	131.675	89.4234	77.2951	133.065	336.818	93.7876	130.067	1895.24	1801.58	1905.89	1921.22	1822.92	3903.83	1496.36	691.556	3360.05	908.636	2153.59	2998.69	-519.615	1343.08	4364.82	1164.86	2881.71	106.261	1802.62	439.596	561.071	421.204	74.956	5705.62	-0.506215	-338.418	497.414	507.35	5.52939	-23676.1
28800	28.8	2.49054	2.47614	2.49214	56037.2	0.08799	726.495	729.801	364.173	548.992	553.696	542.361	374.368	567.653	495.283	514.369	490.915	816.633	689.398	422.526	544.672	456.217	506.987	412.281	608.611	500.249	538.201	495.09	659.212	623.78	433.636	559.571	492.659	491.272	393.3	625.818	531.166	565.589	474.189	301.939	314.189	134.956	86.3265	83.9939	135.904	337.881	95.0129	135.957	1925.33	1703.03	2059.16	2053.11	1970.99	3859.95	1350.81	771.409	3263.88	870.988	2042.15	3076.2	-467.627	1364.65	4300.76	1174.45	3056.03	104.862	1932.83	441.245	608.78	429.949	63.5579	5786.86	-0.70513	-338.126	515.103	549.601	5.44832	-23731.7
28900	28.9	2.4881	2.47614	2.48943	55982.3	0.08899	860.254	813.322	410.892	542.352	504.634	528.776	372.572	594.73	486.661	498.4	574.307	710.452	674.55	444.796	519.923	480.808	540.002	383.452	698.29	458.893	487.626	473.933	674.816	643.099	392.428	518.73	472.269	447.258	423.672	542.308	524.363	506.58	453.147	300.312	317.289	133.483	86.9113	79.3655	132.356	319.047	85.9751	132.911	1853.73	1657.7	2002.31	2065.43	1803.77	4054.28	1377.28	755.841	3180.75	905.91	2080.15	3145.85	-538.832	1343.59	4357.2	1195.15	2901.15	105.88	1878.97	444.921	606.286	440.544	85.1851	5742.84	-0.907906	-338.33	504.55	587.513	5.22343	-23719.8
29000	29	2.47079	2.47614	2.4702	55592.8	0.08999	725.705	793.324	383.979	596.753	509.333	518.901	348.293	639.352	522.135	561.875	554.125	758.596	640.564	417.961	514.803	480.262	474.748	360.888	696.019	449.114	544.093	522.044	630.325	661.598	377.045	618.993	508.818	487.058	384.946	684.781	513.129	556.677	593.93	286.229	316.634	139.302	91.2818	84.9547	135.59	311.481	91.5443	125.429	1920.29	1578.09	2042.93	1996.22	1828.76	4073.32	1467.24	790.29	3037.49	883.496	1949.21	3223.19	-462.283	1366.95	4314.46	1152.99	3106.34	107.695	1831.96	448.294	597.456	447.738	86.3348	5738.33	-0.960371	-338.014	515.361	546.582	5.15371	-23709.2
29100	29.1	2.45539	2.47614	2.45308	55246.2	0.09099	742.06	734.755	425.718	560.133	451.844	488.833	383.371	644.346	551.986	496.264	534.309	754.707	671.048	433.5	620.95	463.326	433.119	420.899	621.014	506.248	493.448	506.544	699.694	582.588	446.285	583.375	545.148	515.497	419.99	611.204	560.361	495.417	532.869	280.635	327.038	133.97	86.8569	82.6921	140.776	311.215	89.6796	140.102	1898.78	1651.28	2027.42	1833.39	1992.8	3991.78	1324.8	695.834	3067.99	866.072	2017.17	3293.84	-494.227	1418.23	4330.59	1170.04	3113.02	108.005	1870.41	457.198	577.469	459.385	65.5209	5769.15	-0.653181	-338.219	511.908	520.113	6.51145	-23719.3
29200	29.2	2.47237	2.47614	2.47195	55628.2	0.09199	864.284	820.486	390.963	577.794	495.271	497.025	411.815	574.41	461.382	545.502	518.912	750.896	690.453	435.45	543.126	466.67	511.346	416.141	574.557	525.536	521.532	559.902	584.304	680.384	388.496	487.676	471.791	466.925	358.827	627.406	534.576	499.446	515.152	289.773	299.029	130.769	86.2678	80.3323	133.459	300.958	92.2614	147.01	1957.76	1641.11	1937.74	1930.41	1756.35	4160.66	1367.45	702.267	3086.86	828.212	2100.56	3369.77	-518.628	1362.14	4321.96	1166.16	3025.81	110.24	1816.27	459.88	584.328	466.966	56.0634	5786.41	-0.751909	-338.446	476.812	497.532	5.85435	-23711
29300	29.3	2.50796	2.47614	2.5115	56429.1	0.09299	796.359	800.204	360.665	562.516	456.616	446.558	401.76	646.377	505.534	534.305	547.716	771.356	738.543	392.718	537.308	457.709	495.255	409.712	639.782	514.959	512.377	523.55	591.45	665.115	339.137	566.925	466.129	487.374	375.881	577.632	534.792	496.398	519.034	293.828	293.144	137.671	84.1428	80.4127	131.603	302.078	86.8464	137.159	1934.68	1685.51	2015.77	1947.62	1853.88	4185.56	1384.11	767.828	3144.75	818.454	1919.01	3442.43	-562.286	1418.27	4331.36	1063.83	2888.58	110.359	1784.25	466.784	565.617	477.292	55.1459	5676.48	-0.862986	-338.196	492.597	496.189	5.93155	-23715.8
29400	29.4	2.47304	2.47614	2.47269	55643.4	0.09399	808.312	769.417	388.782	571.13	500.925	447.046	440.587	607.925	487.398	457.836	521.716	811.644	720.047	390.687	558.122	478.235	487.783	457.934	641.601	548.585	576.987	532.934	666.59	613.654	378.78	543.815	451.501	480.536	381.613	568.522	559.822	520.569	520.217	298.276	293.452	129.933	83.7096	90.8669	141.546	297.313	82.8402	149.68	2118.37	1634.56	1966.58	1977.08	1885.45	4195.99	1352.25	731.041	3151.64	792.122	2115.28	3522.1	-543.6	1363.01	4374.08	1098.05	3053.8	112.751	1759.77	473.93	558.908	486.583	72.4807	5660.79	-0.916344	-338.374	487.398	535.104	7.66575	-23741.9
29500	29.5	2.49169	2.47614	2.49341	56063	0.09499	797.926	765.421	341.126	533.555	506.87	505.104	384.578	598.007	464.462	526.716	519.591	754.259	663.932	404.108	552.364	511.865	538.119	420.441	671.388	507.834	472.835	508.68	676.215	662.353	384.57	672.677	465.715	582.065	384.9	641.806	531.241	545.509	535.369	290.219	296.633	129.011	82.0161	89.5951	138.101	313.462	86.3008	144.745	1869.68	1598.06	2032.36	2000.47	1937.65	3977.48	1430.63	725.566	3176.45	788.2	1982.59	3603.07	-437.838	1394.83	4356.92	1117.83	2901.26	115.866	1749.2	487.498	573.468	493.907	59.8093	5645.71	-1.17903	-338.104	504.374	542.973	4.46054	-23750.5
29600	29.6	2.46441	2.47614	2.46311	55449.3	0.09599	728.538	765.621	405.867	591.204	489.107	483.514	414.29	646.259	488.912	496.703	521.624	741.851	787.452	396.472	523.908	466.063	507.04	433.282	579.416	504.411	551.159	532.977	718.675	625.652	395.704	529.238	470.581	573.018	425.329	671.696	523.682	598.303	493.788	270.452	293.804	128.005	82.3037	85.7095	126.201	295.116	89.1979	163.088	2018	1579.73	1940.24	1861.87	1988.97	3888.53	1490.17	721.126	3298.43	759.149	1996.08	3669.93	-550.051	1350.34	4318.89	1116.07	3005.46	116.186	1749.4	485.38	587.919	498.466	79.9716	5783.79	-1.23337	-338.362	512.456	518.965	4.87161	-23780.7
29700	29.7	2.49685	2.47614	2.49915	56179.1	0.09699	800.965	715.375	362.684	549.048	493.509	490.983	356.945	618.959	499.95	520.171	507.671	694.549	661.119	393.34	521.139	489.713	504.333	410.246	557.884	483.137	517.071	513.066	730.248	620.605	381.406	632.901	450.458	477.823	380.877	581.451	544.597	496.634	552.054	259.203	269.602	131.36	72.4496	90.5136	120.341	264.249	84.1379	151.391	1896.39	1477.39	1981.17	1885.05	1824.1	4153.14	1425.53	730.8	3066.31	800.284	2201.84	3755.2	-556.217	1408.31	4321.33	1162.98	3054.75	114.142	1755.15	486.019	581.614	500.996	68.5877	5750.14	-1.34529	-338.306	493.106	485.286	4.19441	-23768.5
29800	29.8	2.44645	2.47614	2.44315	55045.2	0.09799	743.099	803.126	398.97	539.172	528.65	431.1	411.84	674.646	538.928	566.364	530.13	781.052	696.808	382.865	541.712	480.089	460.865	384.816	652.852	525.062	481.807	468.059	675.116	580.31	405.506	537.591	452.639	448.865	380.572	624.191	459.28	524.947	431.869	268.409	269.967	125.588	74.5281	85.8393	128.941	264.766	86.5773	147.326	1917.25	1511.16	2069.88	2007.66	1832.92	3986.98	1301.58	696.319	3131.03	808.9	2201.44	3828.45	-529.298	1422.61	4361.07	1116.86	2896.01	115.62	1794.63	499.427	580.071	509.354	70.7868	5676.28	-1.50522	-338.218	487.401	483.193	3.85063	-23754.8
29900	29.9	2.46713	2.47614	2.46613	55510.4	0.09899	796.998	755.002	434.385	595.849	514.571	488.327	408.014	648.354	529.415	509.137	523.206	669.251	676.928	441.991	562.954	474.252	529.221	436.634	631.387	531.941	503.485	533.241	749.633	675.011	402.743	607.456	496.34	514.033	378.704	633.845	525.116	545.013	461.07	268.207	291.852	121.947	73.815	85.7155	129.267	277.642	92.5327	148.058	1891.17	1525.01	1943.73	2039.92	1893.34	4068.31	1526.18	660.333	3005.28	725.942	2164.83	3916.26	-555.753	1402.23	4366.52	1097.02	2907.58	119.357	1836.42	503.43	562.118	523.276	50.0727	5731.4	-1.52409	-338.091	507.695	550.656	4.12196	-23752.6
30000	30	2.49126	2.47614	2.49294	56053.3	0.09999	776.58	750.02	356.702	586.382	526.836	455.099	340.38	629.785	527.488	584.505	506.29	803.407	655.374	403.43	612.988	522.097	455.589	386.446	614.902	510.787	477.764	514.351	658.317	643.733	406.303	571.143	481.342	490.68	385.457	537.27	526.143	507.357	557.064	272.433	292.282	136.946	82.2151	78.3003	132.015	254.738	92.4292	137.008	1952.57	1455.53	1974.89	1850.11	1765.76	4153.32	1367.89	679.203	3104.84	667.71	2165.08	4005.74	-652.029	1381.84	4350.68	1140.46	2839.87	120.39	1706.2	509.647	581.206	538.732	33.5568	5743.91	-1.43635	-338.325	497.605	551.712	4.37397	-23743.6
30100	30.1	2.48383	2.47614	2.48468	55886.1	0.10099	701.674	806.398	432.71	578.622	422.026	472.467	399.883	586.737	512.59	524.625	535.444	745.868	671.568	376.412	560.795	528.123	480.51	405.277	644.924	489.135	500.305	546.502	739.712	647.545	430.915	553.545	433.471	446.097	439.885	631.681	517.784	498.106	528.517	276.521	285.515	135.183	89.7834	76.6027	123.65	249.292	88.3079	143.036	1890.35	1527.9	1981.53	2025.51	1811.71	4075.04	1347.36	668.792	2968.45	722.993	2107.29	4075.32	-495.486	1440.17	4334.07	1144.24	3032.98	120.777	1815.69	514.093	568.111	546.839	51.6274	5679.2	-1.78577	-338.26	492.103	539.452	3.34501	-23747.5
30200	30.2	2.46811	2.47614	2.46721	55532.4	0.10199	786.939	754.863	390.838	534.361	499.049	473.334	421.359	620.04	526.77	507.314	591.292	760.923	734.065	432.496	501.233	526.019	498.054	408.238	646.933	500.276	567.422	496.289	796.847	597.306	409.179	673.16	526.704	529.061	380.986	665.495	490.683	496.341	484.445	278.282	282.18	124.475	82.505	75.3162	132.005	278.163	89.7233	145.126	1884.78	1550.2	2053.83	1902.28	1821.64	4069.76	1371.84	689.251	2932.18	718.275	2071.97	4152.01	-548.123	1415.89	4376.45	1129.89	2888.23	121.761	1833.46	519.473	575.649	558.821	29.2004	5795.14	-1.7473	-338.164	508.031	552.73	4.12292	-23751.8
30300	30.3	2.47155	2.47614	2.47105	55610	0.10299	768.926	717.304	386.144	525.303	505.707	510.792	359.818	626.418	486.376	541.979	566.264	701.538	702.148	400.736	521.049	521.507	450.723	461.384	636.308	447.629	515.494	471.481	630.268	606.634	377.053	573.439	495.271	491.742	384.239	612.689	519.041	602.14	556.151	277.299	267.521	125.005	83.2299	81.6129	133.832	259.325	90.4511	141.568	1856.49	1479.03	1981.46	1885.99	1908.73	4061.49	1395.45	680.84	2901.1	719.55	2129.39	4231.86	-703.847	1455.04	4352.07	1128.7	3067.13	123.603	1787.69	525.678	564.291	561.872	38.3649	5850.62	-1.90324	-338.186	500.343	545.431	2.68166	-23787.6
30400	30.4	2.47558	2.47614	2.47552	55700.7	0.10399	708.236	791.782	379.826	511.848	439.411	527.462	359.817	630.671	533.29	481.746	535.696	749.276	735.374	457.625	559.455	494.186	483.746	423.216	559.094	565.123	542.416	531.465	732.271	615.167	341.357	620.785	507.7	510.678	398.965	633.848	530.456	507.062	523.349	285.831	276.465	138.172	93.8696	87.454	137.599	262.146	94.2074	138.123	1945.51	1493.23	2033.43	1939.23	1943.69	3985.39	1478.29	716.395	2975.18	696.777	2198.96	4323.38	-620.734	1418.61	4341.45	1124.78	3005.4	125.159	1861.99	530.169	553.77	569.596	47.2728	5723.49	-1.91148	-338.44	497.237	586.579	3.48253	-23758.2
30500	30.5	2.49156	2.47614	2.49328	56060.1	0.10499	751.117	740.459	404.803	508.989	487.586	497.529	398.108	687.655	547.225	527.382	514.873	780.766	688.131	474.138	566.86	518.841	490.231	444.246	606.982	541.749	517.779	539.139	701.857	636.809	447.871	573.218	488.824	536.86	425.619	626.365	508.854	539.413	465.836	285.347	268.503	141.042	80.9511	102.256	143.692	280.869	96.2003	139.619	1946.37	1418.86	2165.16	1907.53	1868.75	3806.9	1435.4	784.265	2935.5	744.399	2025.47	4417.83	-593.298	1391.53	4351.44	1102.12	2936.9	129.366	1750.44	530.54	579.621	582.51	52.9094	5672.1	-1.98002	-338.593	510.499	579.079	5.11263	-23766.7
30600	30.6	2.49373	2.47614	2.49568	56108.9	0.10599	808.733	756.624	408.735	575.618	445.173	458.201	383.408	607.353	535.163	543.991	534.886	811.889	676.625	443.44	571.985	504.829	458.624	342.729	590.642	553.906	473.714	552.451	677.314	654.969	402.294	535.021	485.965	539.294	383.558	596.01	555.31	514.374	457.328	275.661	256.073	149.795	85.8974	87.0076	144.237	272.952	91.546	148.167	1938.99	1405.49	1904.32	2025.03	1950.57	4227.31	1434.93	691.803	2938.97	709.209	2020.61	4504.63	-675.955	1416.02	4366.47	1142.3	2865.48	129.847	1865.75	544.311	588.117	593.853	42.365	5805.14	-1.9417	-338.26	503.991	557.171	4.11967	-23799
30700	30.7	2.483	2.47614	2.48376	55867.4	0.10699	766.174	780.285	440.566	555.69	477.325	521.696	423.096	569.092	510.276	508.151	501.829	745.686	736.275	417.191	519.394	529.616	429.616	430.407	550.527	535.062	514.646	575.195	728.643	598.029	375.194	575.286	429.373	475.962	393.662	684.274	526.501	541.345	558.279	283.675	262.212	145.826	88.2021	89.2335	155.665	278.588	94.6573	155.882	1815.12	1431.14	2105.34	1868.69	2057.27	3990.68	1476.38	669.522	2966.05	712.697	1993.36	4593.61	-710.356	1373.16	4329.97	1136.99	3000.55	128.668	1665.9	552.324	571.247	611.505	14.0007	5726.2	-2.14046	-338.215	492.626	572.146	4.53064	-23801.2
30800	30.8	2.47019	2.47614	2.46952	55579.2	0.10799	803.824	885.791	389.67	572.047	494.86	501.366	390.437	615.917	562.189	532.928	525.361	775.752	716.056	453.952	590.311	506.6	501.806	416.93	625.979	500.776	572.966	556.525	679.709	658.266	409.916	479.108	460.976	500.411	378.622	589.81	459.562	474.401	558.561	288.531	278.687	142.658	94.5683	95.5622	154.033	265.585	99.8086	150.946	1833.31	1516.62	2077	1947.63	1829.12	4070.03	1362.91	699.061	3044.88	665.539	1948.63	4690.47	-755.697	1399.53	4323.71	1204.62	3040.58	131.07	1826.81	560.864	594.361	619.318	10.2277	5618.88	-2.26503	-338.291	495.965	582.819	5.52147	-23836.4
30900	30.9	2.4449	2.47614	2.44143	55010.2	0.10899	782.364	819.587	370.423	540.709	517.385	448.297	354.829	612.925	446.627	486.306	507.281	770.802	763.115	450.714	597.396	487.062	484.762	420.288	604.847	474.749	509.922	471.423	671.85	570.449	383.126	567.211	494.977	484.019	354.912	523.196	489.379	488.395	569.472	310.973	273.131	149.436	94.8914	99.1105	155.237	269.24	95.9132	144.495	1979.1	1441.68	2088.46	2009.01	1767.32	3937.82	1442.34	674.564	2947.43	711.605	2014.8	4779.81	-593.79	1437.17	4373.36	1189.68	2903.42	129.598	1699.05	563.363	587.785	624.209	35.6083	5706.59	-2.30081	-338.303	491.938	598.973	5.66027	-23851.9
31000	31	2.47495	2.47614	2.47481	55686.3	0.10999	720.656	781.382	383.972	563.369	500.202	483.859	405.405	627.553	526.759	515.145	500.908	748.214	631.692	366.074	609.753	475.839	486.847	371.803	639.877	471.943	512.562	485.541	648.989	598.462	412.175	577.353	484.785	524.512	425.329	652.541	472.268	521.542	468.539	274.601	280.902	153.596	94.358	92.3727	143.821	271.008	91.6055	140.699	1995.84	1462.66	2048.79	1898.85	1890.66	3909.69	1324.55	729.263	2903.39	695.64	1898.97	4865.05	-596.986	1465.79	4333.09	1103.02	3085.98	132.164	1764.61	573.132	589.061	628.376	-13.5013	5623.53	-2.441	-338.084	504.711	600.98	5.29902	-23859.8
31100	31.1	2.47665	2.47614	2.47671	55724.7	0.11099	881.773	850.143	394.409	595.237	519.294	482.531	430.944	589.271	502.578	458.254	493.955	711.472	661.057	442.528	567.809	435.346	490.218	421.033	691.016	516.777	498.512	490.728	626.979	639.969	434.507	588.047	503.076	533.874	408.852	644.094	458.622	577.391	510.813	246.631	274.21	144.84	87.1904	87.9637	144.745	274.488	99.0209	153.742	2099.33	1528.54	1887.82	1981.02	1811.28	3921.27	1335.75	664.946	2939.83	717.339	2185.88	4941.56	-640.63	1428.38	4356.49	1147.92	2898.42	135.105	1878.39	585.045	574.902	645.255	-7.12401	5624.79	-2.49979	-338.548	493.611	595.135	4.5194	-23875.3
31200	31.2	2.47021	2.47614	2.46955	55579.7	0.11199	747.029	785.767	401.796	581.559	475.741	473.683	416.856	651.947	534.694	475.389	478.323	721.611	717.759	391.434	592.962	479.878	518.931	369.592	647.361	480.552	525.827	518.889	647.955	590.085	386.227	556.385	482.024	481.488	398.303	656.501	507.043	437.809	530.709	263.274	274.688	146.735	86.1128	95.1097	160.562	260.494	94.0518	154.673	1828.54	1541.77	2092.75	1928.93	1868.82	3920.36	1346.81	729.846	2936.41	708.447	2111.33	5042.1	-592.349	1401.27	4344.97	1158.27	3050.26	138.653	1775.42	596.401	590.897	659.45	-1.27142	5740.22	-2.65295	-338.42	510.365	555.001	4.62994	-23847.9
31300	31.3	2.48274	2.47614	2.48348	55861.7	0.11299	712.908	695.493	400.077	552.517	488.831	541.286	366.947	624.851	419.646	534.623	528.003	777.885	690.284	382.587	600.325	535.455	475.588	409.472	659.033	535.259	462.836	555.762	751.031	597.344	400.711	559.857	504.675	505.575	369.738	646.991	502.158	533.311	480.935	280.674	298.153	147.918	90.0446	86.8492	160.127	273.257	94.8723	151.577	1833.14	1455.7	2020.69	1861.74	1851.84	4009.33	1421.59	729.215	2911.63	716.952	1963.36	5109.53	-659.98	1421.18	4347.65	1125.41	2966.36	142.284	1833.79	610.545	558.791	663.093	1.60908	5725.54	-2.52933	-338.353	506.372	606.36	4.50118	-23875.3
31400	31.4	2.46077	2.47614	2.45906	55367.3	0.11399	757.969	784.442	424.299	595.527	492.144	514.718	402.46	604.04	512.371	482.474	582.75	639.377	689.812	375.255	532.982	484.653	530.137	389.866	651.191	519.32	515.675	486.97	649.012	599.122	416.043	568.236	465.371	456.559	427.127	595.615	490.855	502.653	547.56	252.651	291.619	132.046	86.7594	82.3998	138.265	253.121	90.9019	146.371	1992.26	1429.93	1822.73	1919.98	1869.46	4085.32	1470.92	686.751	2823.54	665.144	2070.65	5187.42	-795.438	1394.83	4382.77	1199.27	2927.46	141.535	1848.93	607.055	585.044	660.501	-2.11	5783.78	-2.84455	-338.06	506.573	571.05	2.7789	-23828.5
